bukken,ttl,epoc,rowdata,datetime
tama_b,1762737218,1752110017867,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-59,""interval"":80,""seq"":99,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-81,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-71,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-71,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-67,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-67,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.92},{""id"":""0081f98608fc"",""rssi"":-60,""volt"":2.92},{""id"":""0081f986053f"",""rssi"":-58,""volt"":3}]}",2025/07/10 10:13:37.867
tama_b,1762737227,1752110027342,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-55,""interval"":80,""seq"":69,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-88,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-76,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-66,""volt"":3.14},{""id"":""0081f98608fc"",""rssi"":-63,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-59,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-56,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-56,""volt"":3},{""id"":""0081f9860866"",""rssi"":-56,""volt"":2.9699999999999998}]}",2025/07/10 10:13:47.342
tama_b,1762737228,1752110028225,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-65,""interval"":79,""seq"":117,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.2,""humidity"":60,""pressure"":1011.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986053f"",""rssi"":-67,""volt"":3},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f98602f6"",""rssi"":-63,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-63,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-63,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-63,""volt"":3.14},{""id"":""0081f9860662"",""rssi"":-63,""volt"":3.06},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.9699999999999998}]}",2025/07/10 10:13:48.225
tama_b,1762737248,1752110047614,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-65,""interval"":81,""seq"":77,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.1,""humidity"":62,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-64,""volt"":3},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-60,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-59,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-54,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-51,""volt"":3.01}]}",2025/07/10 10:14:07.614
tama_b,1762737275,1752110075109,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-55,""interval"":80,""seq"":63,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":61,""pressure"":1012.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-74,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-66,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-56,""volt"":3},{""id"":""0081f986057c"",""rssi"":-55,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-54,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-42,""volt"":3.05}]}",2025/07/10 10:14:35.109
tama_b,1762737298,1752110097708,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-47,""interval"":80,""seq"":101,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-91,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-76,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-71,""volt"":3.01},{""id"":""0081f98602f6"",""rssi"":-68,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-62,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-56,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-51,""volt"":3}]}",2025/07/10 10:14:57.708
tama_b,1762737308,1752110107503,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-65,""interval"":80,""seq"":119,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.2,""humidity"":61,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860866"",""rssi"":-68,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-67,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-67,""volt"":3.06},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-59,""volt"":3.14},{""id"":""0081f9860356"",""rssi"":-54,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-54,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.92}]}",2025/07/10 10:15:07.503
tama_b,1762737308,1752110107769,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-65,""interval"":81,""seq"":71,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-75,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-69,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-66,""volt"":2.92},{""id"":""0081f986057c"",""rssi"":-62,""volt"":3.14},{""id"":""0081f9860356"",""rssi"":-58,""volt"":3.05},{""id"":""0081f98602f6"",""rssi"":-57,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-49,""volt"":2.96}]}",2025/07/10 10:15:07.769
tama_b,1762737328,1752110128011,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-61,""interval"":80,""seq"":79,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.2,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-77,""volt"":3.06},{""id"":""0081f986083d"",""rssi"":-66,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-66,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-65,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-61,""volt"":3.14},{""id"":""0081f98608fc"",""rssi"":-60,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-53,""volt"":3.05},{""id"":""0081f9860866"",""rssi"":-47,""volt"":3.01}]}",2025/07/10 10:15:28.011
tama_b,1762737356,1752110155521,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-53,""interval"":81,""seq"":65,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":61,""pressure"":1012.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-66,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-63,""volt"":2.96},{""id"":""0081f986057c"",""rssi"":-61,""volt"":3.14},{""id"":""0081f9860866"",""rssi"":-59,""volt"":3.01},{""id"":""0081f98602f6"",""rssi"":-55,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-54,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-54,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-50,""volt"":3.05}]}",2025/07/10 10:15:55.521
tama_b,1762737378,1752110177547,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-49,""interval"":80,""seq"":103,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-91,""volt"":2.96},{""id"":""0081f9860866"",""rssi"":-72,""volt"":3.01},{""id"":""0081f98602f6"",""rssi"":-68,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-65,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-63,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-62,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-57,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-51,""volt"":3}]}",2025/07/10 10:16:17.547
tama_b,1762737387,1752110186628,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-55,""interval"":79,""seq"":121,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.3,""humidity"":61,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986057c"",""rssi"":-80,""volt"":3.14},{""id"":""0081f9860662"",""rssi"":-70,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-69,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-67,""volt"":2.96},{""id"":""0081f98602f6"",""rssi"":-63,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-60,""volt"":2.92}]}",2025/07/10 10:16:26.628
tama_b,1762737388,1752110188333,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-71,""interval"":81,""seq"":73,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-90,""volt"":2.96},{""id"":""0081f986057c"",""rssi"":-69,""volt"":3.14},{""id"":""0081f9860662"",""rssi"":-67,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-67,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-67,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-60,""volt"":2.96},{""id"":""0081f98602f6"",""rssi"":-59,""volt"":3.01},{""id"":""0081f9860866"",""rssi"":-58,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-54,""volt"":3.05}]}",2025/07/10 10:16:28.333
tama_b,1762737409,1752110208546,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-59,""interval"":81,""seq"":81,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.3,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-71,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-65,""volt"":3},{""id"":""0081f986083d"",""rssi"":-59,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-59,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-55,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-54,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-54,""volt"":3.14},{""id"":""0081f9860866"",""rssi"":-53,""volt"":2.9699999999999998}]}",2025/07/10 10:16:48.546
tama_b,1762737436,1752110235887,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-59,""interval"":80,""seq"":67,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.2,""humidity"":61,""pressure"":1012.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-71,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-70,""volt"":3},{""id"":""0081f986057c"",""rssi"":-62,""volt"":3.14},{""id"":""0081f98608fc"",""rssi"":-59,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-59,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-56,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-54,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.9699999999999998}]}",2025/07/10 10:17:15.887
tama_b,1762737457,1752110257405,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-47,""interval"":80,""seq"":105,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-89,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-80,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-74,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-70,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-69,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-67,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-65,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-63,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-59,""volt"":3}]}",2025/07/10 10:17:37.405
tama_b,1762737466,1752110265939,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-51,""interval"":79,""seq"":123,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.3,""humidity"":61,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860866"",""rssi"":-74,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-67,""volt"":3.05},{""id"":""0081f9860662"",""rssi"":-67,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-67,""volt"":2.96},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-61,""volt"":3.14},{""id"":""0081f98608fc"",""rssi"":-54,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-51,""volt"":2.9699999999999998}]}",2025/07/10 10:17:45.939
tama_b,1762737469,1752110268784,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-71,""interval"":80,""seq"":75,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f98602f6"",""rssi"":-76,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-70,""volt"":3.05},{""id"":""0081f9860866"",""rssi"":-69,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-67,""volt"":2.92},{""id"":""0081f986057c"",""rssi"":-63,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-50,""volt"":2.96}]}",2025/07/10 10:17:48.784
tama_b,1762737489,1752110288893,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-55,""interval"":80,""seq"":83,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.4,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-84,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-68,""volt"":2.96},{""id"":""0081f98602f6"",""rssi"":-66,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-60,""volt"":3.14},{""id"":""0081f9860356"",""rssi"":-59,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-57,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-52,""volt"":2.9699999999999998},{""id"":""0081f9860866"",""rssi"":-50,""volt"":3.01}]}",2025/07/10 10:18:08.893
tama_b,1762737516,1752110316238,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-59,""interval"":80,""seq"":69,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.2,""humidity"":61,""pressure"":1012.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-87,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-66,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-63,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-57,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-56,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-55,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-49,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-48,""volt"":3.05}]}",2025/07/10 10:18:36.238
tama_b,1762737537,1752110337274,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-53,""interval"":79,""seq"":107,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.7,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-89,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-72,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-68,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-67,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-67,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-64,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-64,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-59,""volt"":3}]}",2025/07/10 10:18:57.274
tama_b,1762737545,1752110345014,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-51,""interval"":79,""seq"":125,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.4,""humidity"":60,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-77,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-68,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-67,""volt"":3.01},{""id"":""0081f9860866"",""rssi"":-66,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-64,""volt"":3},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-58,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-51,""volt"":2.92}]}",2025/07/10 10:19:05.014
tama_b,1762737549,1752110349442,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-71,""interval"":81,""seq"":77,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-88,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-80,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-70,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-67,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-67,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-63,""volt"":3.14},{""id"":""0081f986053f"",""rssi"":-62,""volt"":3},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f98602f6"",""rssi"":-59,""volt"":3.01}]}",2025/07/10 10:19:09.442
tama_b,1762737569,1752110369358,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-61,""interval"":80,""seq"":85,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.4,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-76,""volt"":3.06},{""id"":""0081f9860356"",""rssi"":-67,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-66,""volt"":2.96},{""id"":""0081f98608fc"",""rssi"":-65,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-58,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-54,""volt"":3.14},{""id"":""0081f9860866"",""rssi"":-47,""volt"":2.9699999999999998}]}",2025/07/10 10:19:29.358
tama_b,1762737597,1752110396641,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-59,""interval"":81,""seq"":71,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.2,""humidity"":61,""pressure"":1012.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-72,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-69,""volt"":2.92},{""id"":""0081f986053f"",""rssi"":-66,""volt"":2.96},{""id"":""0081f9860866"",""rssi"":-61,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-59,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-56,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-49,""volt"":3.05}]}",2025/07/10 10:19:56.641
tama_b,1762737617,1752110417224,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-47,""interval"":80,""seq"":109,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.7,""humidity"":62,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-92,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-80,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-71,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-70,""volt"":3.14},{""id"":""0081f9860356"",""rssi"":-67,""volt"":3.05},{""id"":""0081f98602f6"",""rssi"":-66,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-64,""volt"":2.88},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-60,""volt"":3}]}",2025/07/10 10:20:17.224
tama_b,1762737624,1752110424171,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-55,""interval"":79,""seq"":127,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.4,""humidity"":60,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-85,""volt"":3.06},{""id"":""0081f9860356"",""rssi"":-67,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-67,""volt"":3},{""id"":""0081f9860866"",""rssi"":-60,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-60,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-60,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-55,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-52,""volt"":2.9699999999999998}]}",2025/07/10 10:20:24.171
tama_b,1762737630,1752110429923,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-71,""interval"":80,""seq"":79,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-77,""volt"":3.06},{""id"":""0081f98602f6"",""rssi"":-70,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-67,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-64,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-63,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-62,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-57,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-50,""volt"":2.96}]}",2025/07/10 10:20:29.923
tama_b,1762737650,1752110449623,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-51,""interval"":81,""seq"":87,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.3,""humidity"":61,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-82,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-67,""volt"":2.96},{""id"":""0081f98608fc"",""rssi"":-64,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-63,""volt"":3.05},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-56,""volt"":3.14},{""id"":""0081f9860866"",""rssi"":-53,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-51,""volt"":2.9699999999999998}]}",2025/07/10 10:20:49.623
